experiment,graph_type,label,nodes,edges,k,k_bfs_diameter,k_bfs_time,k_bfs_pre_time,k_bfs_search_time,k_bfs_bfs_passes,k_bfs_vertex_visits,k_bfs_edge_checks,k_bfs_peak_mb,tk_diameter,tk_time,tk_pre_time,tk_search_time,tk_bfs_passes,tk_vertex_visits,tk_edge_checks,tk_iterations,tk_peak_mb,exact_diameter,k_bfs_abs_error,tk_abs_error,density
density_sweep,random_sparse,p=0.1,120,701,1,3,0.0016940519853960723,2.6922003598883748e-05,0.0016499659977853298,2,240,2804,0.00740814208984375,4,0.012598564004292712,0.0002766898542176932,0.012192109948955476,28,3360,39256,28,0.0052032470703125,4,1,0,0.09817927170868347
density_sweep,random_sparse,p=0.1,120,701,2,3,0.00272876801318489,2.4662003852427006e-05,0.0026865570107474923,2,374,4343,0.00772857666015625,4,0.012497110001277179,0.0002730089472606778,0.012094795034499839,28,3360,39256,28,0.0052032470703125,4,1,0,0.09817927170868347
density_sweep,random_sparse,p=0.1,120,701,3,3,0.0034460330207366496,2.2261025151237845e-05,0.003400412999326363,2,422,4897,0.00789642333984375,4,0.01249051297781989,0.0002748110855463892,0.01208576705539599,28,3360,39256,28,0.0052032470703125,4,1,0,0.09817927170868347
density_sweep,random_sparse,p=0.2,120,1407,1,3,0.0034180149959865957,2.6462977984920144e-05,0.003374810970854014,2,240,5628,0.00768280029296875,3,0.02281412298907526,0.00024658418260514736,0.022455809026723728,25,3000,70350,25,0.0052032470703125,3,0,0,0.19705882352941176
density_sweep,random_sparse,p=0.2,120,1407,2,3,0.0045708280231337994,2.659703022800386e-05,0.0045269200054463,2,321,7552,0.00788116455078125,3,0.022720779001247138,0.00024661599309183657,0.022363511030562222,25,3000,70350,25,0.0052032470703125,3,0,0,0.19705882352941176
density_sweep,random_sparse,p=0.2,120,1407,3,3,0.005540308018680662,2.8566981200128794e-05,0.00549419000162743,2,361,8481,0.00789642333984375,3,0.022867238003527746,0.0002466521109454334,0.022508388996357098,25,3000,70350,25,0.0052032470703125,3,0,0,0.19705882352941176
capacity_distribution,random_sparse,low,120,131,1,13,0.0004634060023818165,3.479799488559365e-05,0.000409482978284359,2,206,516,0.00754547119140625,13,0.0014253350091166794,0.00023544905707240105,0.0010870519909076393,23,2369,5934,23,0.0052032470703125,13,0,0,0.01834733893557423
capacity_distribution,random_sparse,low,120,131,2,13,0.0007293169910553843,2.8438022127375007e-05,0.0006828829937148839,2,339,844,0.00711822509765625,13,0.0014273530105128884,0.00023259498993866146,0.0010924730449914932,23,2369,5934,23,0.0052032470703125,13,0,0,0.01834733893557423
capacity_distribution,random_sparse,low,120,131,3,13,0.001821899990318343,2.5204994017258286e-05,0.0017797249893192202,2,486,1210,0.00740814208984375,13,0.001409767020959407,0.0002358130004722625,0.0010749510256573558,23,2369,5934,23,0.0052032470703125,13,0,0,0.01834733893557423
capacity_distribution,random_sparse,medium,120,349,1,5,0.0008714720024727285,2.459701499901712e-05,0.000831042998470366,2,240,1396,0.00734710693359375,5,0.01202088501304388,0.0005261309270281345,0.011248896043980494,56,6720,39088,56,0.0052032470703125,5,0,0,0.04887955182072829
capacity_distribution,random_sparse,medium,120,349,2,5,0.001415695995092392,2.744101220741868e-05,0.0013708339829463512,2,372,2164,0.00760650634765625,5,0.011904069979209453,0.0005276318115647882,0.01113198307575658,56,6720,39088,56,0.0052032470703125,5,0,0,0.04887955182072829
capacity_distribution,random_sparse,medium,120,349,3,5,0.0023676409909967333,2.2950960556045175e-05,0.0023276429856196046,2,488,2838,0.00777435302734375,5,0.012045972980558872,0.0005258430610410869,0.011274431890342385,56,6720,39088,56,0.0052032470703125,5,0,0,0.04887955182072829
capacity_distribution,random_sparse,high,120,729,1,4,0.001758303988026455,2.5079003535211086e-05,0.0017166170000564307,2,240,2916,0.00740814208984375,4,0.01261934801004827,0.00026481004897505045,0.012230327003635466,27,3240,39366,27,0.0052032470703125,4,0,0,0.10210084033613445
capacity_distribution,random_sparse,high,120,729,2,3,0.0028092569846194237,2.793999738059938e-05,0.0027647159877233207,2,369,4472,0.00769805908203125,4,0.012591759004862979,0.0002645339409355074,0.012197879987070337,27,3240,39366,27,0.0052032470703125,4,1,0,0.10210084033613445
capacity_distribution,random_sparse,high,120,729,3,4,0.0036248170072212815,3.476798883639276e-05,0.003571577981347218,2,434,5226,0.00774383544921875,4,0.012595136009622365,0.0002650128735695034,0.012206240033265203,27,3240,39366,27,0.0052032470703125,4,0,0,0.10210084033613445
bipartite,bipartite,n=50,50,63,1,11,0.0002628570073284209,2.7389993192628026e-05,0.0002233229752164334,2,94,252,0.00323486328125,11,0.00015400300617329776,3.1659030355513096e-05,0.00010261207353323698,4,188,504,4,0.00244903564453125,11,0,0,0.05142857142857143
bipartite,bipartite,n=50,50,63,2,11,0.00034304801374673843,2.166497870348394e-05,0.00030974100809544325,2,188,504,0.00328826904296875,11,0.00014595201355405152,3.002502489835024e-05,9.932398097589612e-05,4,188,504,4,0.00244903564453125,11,0,0,0.05142857142857143
bipartite,bipartite,n=50,50,63,3,11,0.0008401459781453013,1.907401019707322e-05,0.0008078890095930547,2,223,594,0.00339508056640625,11,0.00013830600073561072,2.870493335649371e-05,9.30989917833358e-05,4,188,504,4,0.00244903564453125,11,0,0,0.05142857142857143
bipartite,bipartite,n=100,100,259,1,6,0.0006671049923170358,2.8050999389961362e-05,0.0006233360036276281,2,200,1036,0.00609588623046875,6,0.007312781002838165,0.0004198540118522942,0.0066766340169124305,50,5000,25900,50,0.0045928955078125,6,0,0,0.05232323232323232
bipartite,bipartite,n=100,100,259,2,6,0.0012209959968458861,2.9847986297681928e-05,0.0011744959920179099,2,345,1814,0.00641632080078125,6,0.007293387985555455,0.0004166679282207042,0.006660432991338894,50,5000,25900,50,0.0045928955078125,6,0,0,0.05232323232323232
bipartite,bipartite,n=100,100,259,3,6,0.002140547992894426,2.3739004973322153e-05,0.0021013200166635215,2,491,2543,0.00655364990234375,6,0.0073242429934907705,0.0004198010719846934,0.006691979069728404,50,5000,25900,50,0.0045928955078125,6,0,0,0.05232323232323232
bipartite,bipartite,n=150,150,597,1,4,0.0015382750134449452,2.6155001251026988e-05,0.0014925279829185456,2,300,2388,0.00904083251953125,5,0.02664438000647351,0.0007410109974443913,0.025584434857591987,68,10200,81192,68,0.006622314453125,5,1,0,0.05342281879194631
bipartite,bipartite,n=150,150,597,2,4,0.002159337018383667,2.4570967070758343e-05,0.00211576497531496,2,414,3331,0.00908660888671875,5,0.02680261799832806,0.0007461211353074759,0.025737416988704354,68,10200,81192,68,0.006622314453125,5,1,0,0.05342281879194631
bipartite,bipartite,n=150,150,597,3,5,0.003758433012990281,3.681302769109607e-05,0.0037018480070400983,2,588,4667,0.00913238525390625,5,0.026580111007206142,0.000739655748475343,0.025518778944388032,68,10200,81192,68,0.006622314453125,5,0,0,0.05342281879194631
grid,grid,10x10,100,180,1,18,0.0006549310055561364,4.320201696828008e-05,0.0005909689934924245,2,200,720,0.00641632080078125,18,0.000594786019064486,6.397799006663263e-05,0.0004991590394638479,6,600,2160,6,0.0045928955078125,18,0,0,0.03636363636363636
